country,year,sex,age,suicides_no,population,suicide_rate
Netherlands,2009,male,15-24 years,77,1025904,7.50557557
Netherlands,2009,male,25-34 years,115,1003333,11.46179783
Netherlands,2009,male,35-54 years,484,2493610,19.40961097
Netherlands,2009,male,5-14 years,6,1017952,0.589418755
Netherlands,2009,male,55-74 years,290,1737021,16.69525009
Netherlands,2009,male,75+ years,96,427097,22.47732951
Netherlands,2010,female,15-24 years,26,1000536,2.598607147
Netherlands,2010,female,25-34 years,53,997025,5.315814548
Netherlands,2010,female,35-54 years,208,2448571,8.494750612
Netherlands,2010,female,5-14 years,1,970105,0.103081625
Netherlands,2010,female,55-74 years,143,1809756,7.901617677
Netherlands,2010,female,75+ years,46,714774,6.435600623
Netherlands,2010,male,15-24 years,97,1034368,9.377706967
Netherlands,2010,male,25-34 years,115,1005583,11.43615196
Netherlands,2010,male,35-54 years,496,2479310,20.00556606
Netherlands,2010,male,5-14 years,5,1015895,0.492176849
Netherlands,2010,male,55-74 years,332,1774913,18.70514217
Netherlands,2010,male,75+ years,82,440573,18.61212557
Netherlands,2011,female,15-24 years,38,1004949,3.781286414
Netherlands,2011,female,25-34 years,63,1002441,6.284659147
Netherlands,2011,female,35-54 years,210,2433362,8.630035317
Netherlands,2011,female,5-14 years,1,967820,0.103324998
Netherlands,2011,female,55-74 years,161,1847013,8.716776763
Netherlands,2011,female,75+ years,40,724633,5.520035659
Netherlands,2011,male,15-24 years,85,1039605,8.1761823
Netherlands,2011,male,25-34 years,138,1010996,13.64990564
Netherlands,2011,male,35-54 years,504,2459735,20.49001214
Netherlands,2011,male,5-14 years,3,1013127,0.296112926
Netherlands,2011,male,55-74 years,316,1813398,17.42584915
Netherlands,2011,male,75+ years,91,455083,19.99635231
Netherlands,2012,female,15-24 years,33,1006742,3.277900396
Netherlands,2012,female,25-34 years,58,1008927,5.74868152
Netherlands,2012,female,35-54 years,240,2414858,9.938472573
Netherlands,2012,female,5-14 years,2,963480,0.207580853
Netherlands,2012,female,55-74 years,182,1885068,9.654824123
Netherlands,2012,female,75+ years,55,734017,7.493014467
Netherlands,2012,male,15-24 years,97,1041845,9.310406058
Netherlands,2012,male,25-34 years,143,1017789,14.05006342
Netherlands,2012,male,35-54 years,532,2436155,21.83769095
Netherlands,2012,male,5-14 years,4,1008342,0.396690805
Netherlands,2012,male,55-74 years,319,1852538,17.21961979
Netherlands,2012,male,75+ years,91,469742,19.3723363
Netherlands,2013,female,15-24 years,46,1009345,4.557410994
Netherlands,2013,female,25-34 years,46,1014090,4.536086541
Netherlands,2013,female,35-54 years,209,2394702,8.727599509
Netherlands,2013,female,5-14 years,3,956989,0.313483227
Netherlands,2013,female,55-74 years,186,1922945,9.672663545
Netherlands,2013,female,75+ years,59,744083,7.92922295
Netherlands,2013,male,15-24 years,93,1044562,8.90325323
Netherlands,2013,male,25-34 years,137,1024168,13.37671163
Netherlands,2013,male,35-54 years,555,2410644,23.02289347
Netherlands,2013,male,5-14 years,4,1002074,0.399172117
Netherlands,2013,male,55-74 years,409,1890352,21.63618204
Netherlands,2013,male,75+ years,109,485554,22.4485845
Netherlands,2014,female,15-24 years,48,1009345,4.755559298
Netherlands,2014,female,25-34 years,54,1014090,5.324971156
Netherlands,2014,female,35-54 years,228,2394702,9.521017646
Netherlands,2014,female,5-14 years,1,956989,0.104494409
Netherlands,2014,female,55-74 years,197,1922945,10.24470279
Netherlands,2014,female,75+ years,61,744083,8.198010168
Netherlands,2014,male,15-24 years,81,1044562,7.754446361
Netherlands,2014,male,25-34 years,117,1024168,11.42390702
Netherlands,2014,male,35-54 years,563,2410644,23.35475499
Netherlands,2014,male,5-14 years,1,1002074,0.099793029
Netherlands,2014,male,55-74 years,391,1890352,20.68397843
Netherlands,2014,male,75+ years,97,485554,19.9771807
Netherlands,2015,female,15-24 years,34,1018674,3.337672307
Netherlands,2015,female,25-34 years,65,1030867,6.30537208
Netherlands,2015,female,35-54 years,211,2353550,8.96518026
Netherlands,2015,female,5-14 years,6,943082,0.636211909
Netherlands,2015,female,55-74 years,220,1998082,11.01055913
Netherlands,2015,female,75+ years,55,770107,7.141864702
Netherlands,2015,male,15-24 years,89,1058675,8.406734834
Netherlands,2015,male,25-34 years,146,1045012,13.97113143
Netherlands,2015,male,35-54 years,499,2362263,21.12381221
Netherlands,2015,male,5-14 years,1,987750,0.101240192
Netherlands,2015,male,55-74 years,418,1966083,21.26054699
Netherlands,2015,male,75+ years,129,523197,24.65610468
Netherlands,2016,female,15-24 years,35,1025443,3.413158996
Netherlands,2016,female,25-34 years,65,1043372,6.229801068
Netherlands,2016,female,35-54 years,217,2334777,9.294249515
Netherlands,2016,female,5-14 years,3,935592,0.320652592
Netherlands,2016,female,55-74 years,209,2037375,10.25829806
Netherlands,2016,female,75+ years,87,781301,11.13527309
Netherlands,2016,male,15-24 years,77,1067719,7.211635271
Netherlands,2016,male,25-34 years,159,1061905,14.97309081
Netherlands,2016,male,35-54 years,478,2341693,20.41258184
Netherlands,2016,male,5-14 years,6,980607,0.611865916
Netherlands,2016,male,55-74 years,436,2004642,21.74951937
Netherlands,2016,male,75+ years,123,541327,22.72194071
Republic of Moldova,2000,female,15-24 years,8,323498,2.472967375
Republic of Moldova,2000,female,25-34 years,6,245732,2.441684437
Republic of Moldova,2000,female,35-54 years,24,531774,4.513195455
Republic of Moldova,2000,female,5-14 years,0,312390,0
Republic of Moldova,2000,female,55-74 years,34,308638,11.01614189
Republic of Moldova,2000,female,75+ years,6,72919,8.228308123
Republic of Moldova,2000,male,15-24 years,38,332033,11.44464556
Republic of Moldova,2000,male,25-34 years,48,239990,20.00083337
Republic of Moldova,2000,male,35-54 years,224,479705,46.69536486
Republic of Moldova,2000,male,5-14 years,5,324967,1.538617767
Republic of Moldova,2000,male,55-74 years,133,221786,59.96771663
Republic of Moldova,2000,male,75+ years,18,36506,49.30696324
Republic of Moldova,2001,female,15-24 years,11,330557,3.327716551
Republic of Moldova,2001,female,25-34 years,11,250750,4.386839482
Republic of Moldova,2001,female,35-54 years,40,540153,7.405309236
Republic of Moldova,2001,female,5-14 years,0,297965,0
Republic of Moldova,2001,female,55-74 years,29,300844,9.639547407
Republic of Moldova,2001,female,75+ years,8,75034,10.6618333
Republic of Moldova,2001,male,15-24 years,54,338824,15.93747786
Republic of Moldova,2001,male,25-34 years,61,248210,24.5759639
Republic of Moldova,2001,male,35-54 years,268,486259,55.11466112
Republic of Moldova,2001,male,5-14 years,3,310412,0.966457482
Republic of Moldova,2001,male,55-74 years,119,215919,55.11326007
Republic of Moldova,2001,male,75+ years,18,36895,48.78709852
Republic of Moldova,2002,female,15-24 years,2,336944,0.593570445
Republic of Moldova,2002,female,25-34 years,10,256028,3.905822801
Republic of Moldova,2002,female,35-54 years,43,545773,7.878733466
Republic of Moldova,2002,female,5-14 years,0,283243,0
Republic of Moldova,2002,female,55-74 years,33,295394,11.17152007
Republic of Moldova,2002,female,75+ years,11,77857,14.12846629
Republic of Moldova,2002,male,15-24 years,42,345263,12.16463971
Republic of Moldova,2002,male,25-34 years,78,255742,30.49948777
Republic of Moldova,2002,male,35-54 years,243,490927,49.49819423
Republic of Moldova,2002,male,5-14 years,5,295369,1.692797822
Republic of Moldova,2002,male,55-74 years,103,211785,48.63422811
Republic of Moldova,2002,male,75+ years,13,38336,33.91068447
Republic of Moldova,2003,female,15-24 years,3,342329,0.876349944
Republic of Moldova,2003,female,25-34 years,6,262190,2.288416797
Republic of Moldova,2003,female,35-54 years,50,547032,9.140233113
Republic of Moldova,2003,female,5-14 years,0,268223,0
Republic of Moldova,2003,female,55-74 years,25,292962,8.533529946
Republic of Moldova,2003,female,75+ years,7,80551,8.690146615
Republic of Moldova,2003,male,15-24 years,38,350685,10.83593538
Republic of Moldova,2003,male,25-34 years,74,262710,28.16794184
Republic of Moldova,2003,male,35-54 years,283,492342,57.48036934
Republic of Moldova,2003,male,5-14 years,5,280261,1.784051295
Republic of Moldova,2003,male,55-74 years,112,210053,53.31987641
Republic of Moldova,2003,male,75+ years,17,40308,42.17525057
Republic of Moldova,2004,female,15-24 years,10,345611,2.893426425
Republic of Moldova,2004,female,25-34 years,16,270092,5.923907409
Republic of Moldova,2004,female,35-54 years,34,540909,6.285715342
Republic of Moldova,2004,female,5-14 years,2,252821,0.791073526
Republic of Moldova,2004,female,55-74 years,26,297134,8.750260825
Republic of Moldova,2004,female,75+ years,9,83305,10.80367325
Republic of Moldova,2004,male,15-24 years,54,354050,15.25208304
Republic of Moldova,2004,male,25-34 years,58,271065,21.39708188
Republic of Moldova,2004,male,35-54 years,276,486955,56.67874855
Republic of Moldova,2004,male,5-14 years,3,264765,1.133080279
Republic of Moldova,2004,male,55-74 years,99,214360,46.18398955
Republic of Moldova,2004,male,75+ years,16,42005,38.09070349
Republic of Moldova,2005,female,15-24 years,8,345504,2.315457998
Republic of Moldova,2005,female,25-34 years,8,279849,2.858684505
Republic of Moldova,2005,female,35-54 years,45,531293,8.469902671
Republic of Moldova,2005,female,5-14 years,0,238933,0
Republic of Moldova,2005,female,55-74 years,31,304984,10.16446764
Republic of Moldova,2005,female,75+ years,7,84907,8.244314367
Republic of Moldova,2005,male,15-24 years,49,354490,13.82267483
Republic of Moldova,2005,male,25-34 years,59,281183,20.98277634
Republic of Moldova,2005,male,35-54 years,305,478035,63.80285962
Republic of Moldova,2005,male,5-14 years,2,250586,0.798129185
Republic of Moldova,2005,male,55-74 years,109,221600,49.18772563
Republic of Moldova,2005,male,75+ years,8,42563,18.7956676
Republic of Moldova,2006,female,15-24 years,7,340363,2.056627777
Republic of Moldova,2006,female,25-34 years,10,278054,3.596423716
Republic of Moldova,2006,female,35-54 years,41,528511,7.757643644
Republic of Moldova,2006,female,5-14 years,1,229712,0.435327715
Republic of Moldova,2006,female,55-74 years,32,310648,10.30104813
Republic of Moldova,2006,female,75+ years,5,88779,5.631962514
Republic of Moldova,2006,male,15-24 years,36,350677,10.26585718
Republic of Moldova,2006,male,25-34 years,63,279719,22.52260304
Republic of Moldova,2006,male,35-54 years,286,480011,59.58196791
Republic of Moldova,2006,male,5-14 years,2,240472,0.831697661
Republic of Moldova,2006,male,55-74 years,129,229775,56.14187792
Republic of Moldova,2006,male,75+ years,25,44955,55.61116672
Republic of Moldova,2007,female,15-24 years,8,335399,2.385218799
Republic of Moldova,2007,female,25-34 years,11,273419,4.023129336
Republic of Moldova,2007,female,35-54 years,31,528024,5.87094526
Republic of Moldova,2007,female,5-14 years,1,221695,0.451070164
Republic of Moldova,2007,female,55-74 years,23,315465,7.290824656
Republic of Moldova,2007,female,75+ years,6,93483,6.418279259
Republic of Moldova,2007,male,15-24 years,39,346427,11.25778302
Republic of Moldova,2007,male,25-34 years,60,276196,21.72370346
Republic of Moldova,2007,male,35-54 years,238,484083,49.16512251
Republic of Moldova,2007,male,5-14 years,6,231616,2.590494612
Republic of Moldova,2007,male,55-74 years,122,237010,51.47462132
Republic of Moldova,2007,male,75+ years,17,48281,35.21053831
Republic of Moldova,2008,female,15-24 years,9,332130,2.709782314
Republic of Moldova,2008,female,25-34 years,8,279009,2.867291019
Republic of Moldova,2008,female,35-54 years,41,524693,7.814093194
Republic of Moldova,2008,female,5-14 years,2,210792,0.948802611
Republic of Moldova,2008,female,55-74 years,34,322465,10.54377995
Republic of Moldova,2008,female,75+ years,9,94028,9.571616965
Republic of Moldova,2008,male,15-24 years,52,343320,15.14621927
Republic of Moldova,2008,male,25-34 years,80,283165,28.25207918
Republic of Moldova,2008,male,35-54 years,234,481256,48.62277042
Republic of Moldova,2008,male,5-14 years,3,220623,1.359785698
Republic of Moldova,2008,male,55-74 years,139,242744,57.26197146
Republic of Moldova,2008,male,75+ years,9,48659,18.49606445
Republic of Moldova,2009,female,15-24 years,12,325634,3.685118876
Republic of Moldova,2009,female,25-34 years,12,286263,4.191949361
Republic of Moldova,2009,female,35-54 years,38,521871,7.281492936
Republic of Moldova,2009,female,5-14 years,1,201424,0.496465168
Republic of Moldova,2009,female,55-74 years,25,329949,7.576928556
Republic of Moldova,2009,female,75+ years,7,94275,7.425086184
Republic of Moldova,2009,male,15-24 years,53,336851,15.73395953
Republic of Moldova,2009,male,25-34 years,89,291749,30.5056744
Republic of Moldova,2009,male,35-54 years,265,478875,55.33803185
Republic of Moldova,2009,male,5-14 years,3,211527,1.418258662
Republic of Moldova,2009,male,55-74 years,129,249008,51.80556448
Republic of Moldova,2009,male,75+ years,17,48674,34.92624399
Republic of Moldova,2010,female,15-24 years,14,316422,4.424471118
Republic of Moldova,2010,female,25-34 years,10,294436,3.396323819
Republic of Moldova,2010,female,35-54 years,38,518946,7.322534522
Republic of Moldova,2010,female,5-14 years,0,194153,0
Republic of Moldova,2010,female,55-74 years,28,337450,8.297525559
Republic of Moldova,2010,female,75+ years,7,94917,7.374864355
Republic of Moldova,2010,male,15-24 years,49,327498,14.96192343
Republic of Moldova,2010,male,25-34 years,83,301166,27.55955188
Republic of Moldova,2010,male,35-54 years,287,476679,60.20823237
Republic of Moldova,2010,male,5-14 years,2,204647,0.977292606
Republic of Moldova,2010,male,55-74 years,143,255225,56.02899402
Republic of Moldova,2010,male,75+ years,15,48783,30.74841646
Republic of Moldova,2011,female,15-24 years,4,304657,1.312951943
Republic of Moldova,2011,female,25-34 years,7,302953,2.310589431
Republic of Moldova,2011,female,35-54 years,28,516631,5.419728975
Republic of Moldova,2011,female,5-14 years,4,188822,2.118397221
Republic of Moldova,2011,female,55-74 years,22,345521,6.367196205
Republic of Moldova,2011,female,75+ years,7,95974,7.293642028
Republic of Moldova,2011,male,15-24 years,57,315458,18.06896639
Republic of Moldova,2011,male,25-34 years,69,311189,22.17302025
Republic of Moldova,2011,male,35-54 years,187,475649,39.31470475
Republic of Moldova,2011,male,5-14 years,3,199309,1.505200468
Republic of Moldova,2011,male,55-74 years,94,261516,35.94426345
Republic of Moldova,2011,male,75+ years,20,49020,40.7996736
Republic of Moldova,2012,female,15-24 years,15,290547,5.162675918
Republic of Moldova,2012,female,25-34 years,5,311484,1.605218888
Republic of Moldova,2012,female,35-54 years,33,514131,6.418597595
Republic of Moldova,2012,female,5-14 years,6,185013,3.243015356
Republic of Moldova,2012,female,55-74 years,39,354578,10.99899035
Republic of Moldova,2012,female,75+ years,4,97730,4.092909035
Republic of Moldova,2012,male,15-24 years,52,300957,17.27821582
Republic of Moldova,2012,male,25-34 years,69,321608,21.45469018
Republic of Moldova,2012,male,35-54 years,208,474742,43.81327121
Republic of Moldova,2012,male,5-14 years,3,195626,1.533538487
Republic of Moldova,2012,male,55-74 years,118,268923,43.87873109
Republic of Moldova,2012,male,75+ years,19,49780,38.16793893
Republic of Moldova,2013,female,15-24 years,8,274797,2.911239933
Republic of Moldova,2013,female,25-34 years,14,319440,4.382669672
Republic of Moldova,2013,female,35-54 years,27,511279,5.280874043
Republic of Moldova,2013,female,5-14 years,3,182684,1.642179939
Republic of Moldova,2013,female,55-74 years,32,364612,8.776452777
Republic of Moldova,2013,female,75+ years,5,99616,5.019274012
Republic of Moldova,2013,male,15-24 years,39,285438,13.66321233
Republic of Moldova,2013,male,25-34 years,73,330817,22.06658062
Republic of Moldova,2013,male,35-54 years,218,473769,46.01398572
Republic of Moldova,2013,male,5-14 years,0,193571,0
Republic of Moldova,2013,male,55-74 years,137,277113,49.43831578
Republic of Moldova,2013,male,75+ years,20,50678,39.46485655
Republic of Moldova,2014,female,15-24 years,7,259599,2.696466473
Republic of Moldova,2014,female,25-34 years,8,325246,2.459676676
Republic of Moldova,2014,female,35-54 years,31,508006,6.10229013
Republic of Moldova,2014,female,5-14 years,2,181890,1.099565672
Republic of Moldova,2014,female,55-74 years,26,376107,6.912926375
Republic of Moldova,2014,female,75+ years,9,100897,8.91998771
Republic of Moldova,2014,male,15-24 years,36,270304,13.31833787
Republic of Moldova,2014,male,25-34 years,67,337219,19.86839413
Republic of Moldova,2014,male,35-54 years,207,473184,43.74619598
Republic of Moldova,2014,male,5-14 years,3,193248,1.552409339
Republic of Moldova,2014,male,55-74 years,168,286306,58.67847687
Republic of Moldova,2014,male,75+ years,17,50979,33.34706448
Republic of Moldova,2015,female,15-24 years,11,245647,4.477970421
Republic of Moldova,2015,female,25-34 years,10,328865,3.040761407
Republic of Moldova,2015,female,35-54 years,41,504614,8.125022294
Republic of Moldova,2015,female,5-14 years,2,182203,1.097676767
Republic of Moldova,2015,female,55-74 years,22,388442,5.663651201
Republic of Moldova,2015,female,75+ years,6,101687,5.900459252
Republic of Moldova,2015,male,15-24 years,28,256075,10.93429659
Republic of Moldova,2015,male,25-34 years,69,340949,20.23763085
Republic of Moldova,2015,male,35-54 years,222,473000,46.93446089
Republic of Moldova,2015,male,5-14 years,1,193972,0.515538325
Republic of Moldova,2015,male,55-74 years,130,295977,43.9223318
Republic of Moldova,2015,male,75+ years,14,51129,27.38172075
Republic of Moldova,2016,female,15-24 years,8,232643,3.438745202
Republic of Moldova,2016,female,25-34 years,9,330637,2.722018407
Republic of Moldova,2016,female,35-54 years,22,502837,4.375175256
Republic of Moldova,2016,female,5-14 years,3,182971,1.63960409
Republic of Moldova,2016,female,55-74 years,32,399750,8.005003127
Republic of Moldova,2016,female,75+ years,10,102932,9.715151751
Republic of Moldova,2016,male,15-24 years,45,243126,18.5089213
Republic of Moldova,2016,male,25-34 years,66,342246,19.2843744
Republic of Moldova,2016,male,35-54 years,192,474076,40.49983547
Republic of Moldova,2016,male,5-14 years,5,194646,2.568765862
Republic of Moldova,2016,male,55-74 years,143,304715,46.92909768
Republic of Moldova,2016,male,75+ years,11,51721,21.26795692
Romania,2000,female,15-24 years,32,1771300,1.806582736
Romania,2000,female,25-34 years,58,1792700,3.235343337
Romania,2000,female,35-54 years,179,2929500,6.110257723
Romania,2000,female,5-14 years,6,1445200,0.415167451
Romania,2000,female,55-74 years,171,2347300,7.284965705
Romania,2000,female,75+ years,65,623400,10.42669233
Romania,2000,male,15-24 years,188,1846000,10.18418202
Romania,2000,male,25-34 years,364,1851600,19.65867358
Romania,2000,male,35-54 years,978,2865300,34.13255157
Romania,2000,male,5-14 years,23,1508100,1.525097805
Romania,2000,male,55-74 years,658,1934900,34.00692542
Romania,2000,male,75+ years,114,375100,30.39189549
Romania,2001,female,15-24 years,31,1739076,1.782555794
Romania,2001,female,25-34 years,36,1868696,1.926477073
Romania,2001,female,35-54 years,138,2921486,4.723623526
Romania,2001,female,5-14 years,5,1393646,0.358771166
Romania,2001,female,55-74 years,178,2329886,7.639858774
Romania,2001,female,75+ years,54,653462,8.263678684
Romania,2001,male,15-24 years,185,1809255,10.22520319
Romania,2001,male,25-34 years,371,1931865,19.20424046
Romania,2001,male,35-54 years,1043,2857051,36.50617367
Romania,2001,male,5-14 years,26,1456471,1.785136814
Romania,2001,male,55-74 years,540,1915525,28.1907049
Romania,2001,male,75+ years,113,396468,28.50166974
Romania,2002,female,15-24 years,38,1659695,2.289577302
Romania,2002,female,25-34 years,58,1810431,3.20365703
Romania,2002,female,35-54 years,175,2875101,6.086742692
Romania,2002,female,5-14 years,11,1312484,0.838105455
Romania,2002,female,55-74 years,187,2292484,8.157090737
Romania,2002,female,75+ years,59,669890,8.807416143
Romania,2002,male,15-24 years,198,1739618,11.38180911
Romania,2002,male,25-34 years,375,1876794,19.98088229
Romania,2002,male,35-54 years,1138,2808780,40.51581114
Romania,2002,male,5-14 years,35,1372601,2.549903432
Romania,2002,male,55-74 years,651,1878420,34.65678602
Romania,2002,male,75+ years,142,404282,35.12399761
Romania,2003,female,15-24 years,45,1654756,2.719434164
Romania,2003,female,25-34 years,36,1733161,2.077129592
Romania,2003,female,35-54 years,188,2993019,6.281283213
Romania,2003,female,5-14 years,8,1248839,0.640594985
Romania,2003,female,55-74 years,176,2280751,7.716756454
Romania,2003,female,75+ years,55,692956,7.937011874
Romania,2003,male,15-24 years,157,1733591,9.056346047
Romania,2003,male,25-34 years,349,1803090,19.35566167
Romania,2003,male,35-54 years,1069,2925320,36.54301068
Romania,2003,male,5-14 years,22,1307126,1.683081815
Romania,2003,male,55-74 years,662,1863111,35.53196777
Romania,2003,male,75+ years,127,421121,30.15760316
Romania,2004,female,15-24 years,33,1644876,2.006230257
Romania,2004,female,25-34 years,49,1706579,2.871241238
Romania,2004,female,35-54 years,130,3030172,4.290185508
Romania,2004,female,5-14 years,3,1190092,0.252081352
Romania,2004,female,55-74 years,174,2298125,7.57138972
Romania,2004,female,75+ years,55,715640,7.685428428
Romania,2004,male,15-24 years,166,1719930,9.651555587
Romania,2004,male,25-34 years,311,1778966,17.48206542
Romania,2004,male,35-54 years,999,2968149,33.65733998
Romania,2004,male,5-14 years,27,1247536,2.164266202
Romania,2004,male,55-74 years,646,1874080,34.47024673
Romania,2004,male,75+ years,127,436622,29.08694477
Romania,2005,female,15-24 years,28,1636907,1.710543116
Romania,2005,female,25-34 years,34,1693275,2.007943187
Romania,2005,female,35-54 years,146,3045324,4.794235359
Romania,2005,female,5-14 years,4,1130993,0.353671508
Romania,2005,female,55-74 years,187,2321086,8.056573518
Romania,2005,female,75+ years,71,740695,9.58559191
Romania,2005,male,15-24 years,153,1708513,8.955155741
Romania,2005,male,25-34 years,289,1771497,16.31388594
Romania,2005,male,35-54 years,943,2989109,31.54786259
Romania,2005,male,5-14 years,16,1187823,1.347002036
Romania,2005,male,55-74 years,597,1891105,31.56884467
Romania,2005,male,75+ years,135,453633,29.7597397
Romania,2006,female,15-24 years,33,1591081,2.074061597
Romania,2006,female,25-34 years,36,1693804,2.125393493
Romania,2006,female,35-54 years,160,3052218,5.242089523
Romania,2006,female,5-14 years,1,1110276,0.090067695
Romania,2006,female,55-74 years,188,2337396,8.043138604
Romania,2006,female,75+ years,63,764708,8.238438724
Romania,2006,male,15-24 years,151,1661481,9.088277266
Romania,2006,male,25-34 years,296,1774300,16.68263541
Romania,2006,male,35-54 years,996,3001835,33.17970508
Romania,2006,male,5-14 years,18,1165992,1.543749871
Romania,2006,male,55-74 years,643,1905129,33.75099534
Romania,2006,male,75+ years,136,468341,29.03867054
Romania,2007,female,15-24 years,24,1555447,1.54296482
Romania,2007,female,25-34 years,45,1686938,2.667555061
Romania,2007,female,35-54 years,159,3054484,5.205461872
Romania,2007,female,5-14 years,7,1084690,0.645345675
Romania,2007,female,55-74 years,144,2350957,6.125165199
Romania,2007,female,75+ years,67,791656,8.463271926
Romania,2007,male,15-24 years,136,1626508,8.361471324
Romania,2007,male,25-34 years,250,1769266,14.13015341
Romania,2007,male,35-54 years,851,3011852,28.25504042
Romania,2007,male,5-14 years,13,1141212,1.139139792
Romania,2007,male,55-74 years,596,1916195,31.10330629
Romania,2007,male,75+ years,138,485821,28.40552385
Romania,2008,female,15-24 years,30,1526352,1.965470612
Romania,2008,female,25-34 years,38,1674401,2.269468305
Romania,2008,female,35-54 years,133,3048866,4.362277647
Romania,2008,female,5-14 years,7,1069130,0.654737965
Romania,2008,female,55-74 years,175,2371605,7.378969095
Romania,2008,female,75+ years,63,815912,7.721420938
Romania,2008,male,15-24 years,174,1594080,10.91538693
Romania,2008,male,25-34 years,235,1758439,13.3641258
Romania,2008,male,35-54 years,840,3015279,27.8581186
Romania,2008,male,5-14 years,17,1125707,1.510162058
Romania,2008,male,55-74 years,604,1933448,31.23952648
Romania,2008,male,75+ years,156,500584,31.16360091
Romania,2009,female,15-24 years,39,1491923,2.614075928
Romania,2009,female,25-34 years,32,1658906,1.928982112
Romania,2009,female,35-54 years,131,3055180,4.287799737
Romania,2009,female,5-14 years,10,1054871,0.947983213
Romania,2009,female,55-74 years,124,2388417,5.191723221
Romania,2009,female,75+ years,53,838699,6.319311219
Romania,2009,male,15-24 years,163,1556450,10.47254971
Romania,2009,male,25-34 years,275,1744278,15.76583549
Romania,2009,male,35-54 years,940,3031317,31.00962387
Romania,2009,male,5-14 years,14,1111827,1.259188705
Romania,2009,male,55-74 years,646,1946544,33.18702274
Romania,2009,male,75+ years,159,512470,31.02620641
Romania,2010,female,15-24 years,38,1433832,2.650240753
Romania,2010,female,25-34 years,36,1649535,2.182433231
Romania,2010,female,35-54 years,147,3050480,4.818913745
Romania,2010,female,5-14 years,5,1050796,0.475829752
Romania,2010,female,55-74 years,177,2425485,7.29750957
Romania,2010,female,75+ years,59,861006,6.852449344
Romania,2010,male,15-24 years,177,1495092,11.83873635
Romania,2010,male,25-34 years,263,1734890,15.15946256
Romania,2010,male,35-54 years,995,3038553,32.74584975
Romania,2010,male,5-14 years,11,1107850,0.992914203
Romania,2010,male,55-74 years,704,1977886,35.59355797
Romania,2010,male,75+ years,154,523244,29.43177562
Romania,2011,female,15-24 years,30,1379354,2.174931163
Romania,2011,female,25-34 years,30,1635487,1.834316017
Romania,2011,female,35-54 years,117,3048485,3.837971976
Romania,2011,female,5-14 years,3,1046640,0.286631507
Romania,2011,female,55-74 years,152,2450665,6.202398125
Romania,2011,female,75+ years,62,884450,7.010006219
Romania,2011,male,15-24 years,186,1438023,12.93442455
Romania,2011,male,25-34 years,233,1719127,13.55339076
Romania,2011,male,35-54 years,896,3050462,29.37259995
Romania,2011,male,5-14 years,16,1104004,1.449270111
Romania,2011,male,55-74 years,668,2000334,33.39442313
Romania,2011,male,75+ years,143,534670,26.74546917
Romania,2012,female,15-24 years,27,1168598,2.310460911
Romania,2012,female,25-34 years,32,1373925,2.329093655
Romania,2012,female,35-54 years,112,2816257,3.976909778
Romania,2012,female,5-14 years,5,1043161,0.479312398
Romania,2012,female,55-74 years,135,2465486,5.475593859
Romania,2012,female,75+ years,42,927366,4.528956205
Romania,2012,male,15-24 years,156,1240383,12.57676057
Romania,2012,male,25-34 years,253,1438391,17.58909782
Romania,2012,male,35-54 years,903,2880956,31.34376228
Romania,2012,male,5-14 years,11,1100497,0.999548386
Romania,2012,male,55-74 years,667,2037178,32.74137066
Romania,2012,male,75+ years,152,549396,27.66674675
Romania,2013,female,15-24 years,22,1124343,1.956698267
Romania,2013,female,25-34 years,29,1355015,2.14019771
Romania,2013,female,35-54 years,119,2811283,4.232942752
Romania,2013,female,5-14 years,6,1038632,0.577682952
Romania,2013,female,55-74 years,135,2471792,5.461624603
Romania,2013,female,75+ years,53,952420,5.564771844
Romania,2013,male,15-24 years,134,1198610,11.17961639
Romania,2013,male,25-34 years,237,1438227,16.47862264
Romania,2013,male,35-54 years,830,2902422,28.59680639
Romania,2013,male,5-14 years,8,1096591,0.729533618
Romania,2013,male,55-74 years,676,2052427,32.93661602
Romania,2013,male,75+ years,158,561583,28.13475479
Romania,2014,female,15-24 years,14,1087344,1.287541017
Romania,2014,female,25-34 years,18,1335635,1.347673578
Romania,2014,female,35-54 years,91,2812215,3.235883458
Romania,2014,female,5-14 years,3,1035456,0.289727424
Romania,2014,female,55-74 years,138,2470673,5.585522649
Romania,2014,female,75+ years,58,976072,5.942184593
Romania,2014,male,15-24 years,125,1158355,10.79116506
Romania,2014,male,25-34 years,230,1430960,16.07312573
Romania,2014,male,35-54 years,705,2917749,24.16246223
Romania,2014,male,5-14 years,11,1094389,1.005127062
Romania,2014,male,55-74 years,644,2061013,31.2467704
Romania,2014,male,75+ years,172,572374,30.05028181
Romania,2015,female,15-24 years,15,1060311,1.414679278
Romania,2015,female,25-34 years,24,1307443,1.835644078
Romania,2015,female,35-54 years,104,2818504,3.689900742
Romania,2015,female,5-14 years,4,1029722,0.38845436
Romania,2015,female,55-74 years,129,2467460,5.228048276
Romania,2015,female,75+ years,66,991307,6.657876924
Romania,2015,male,15-24 years,123,1126484,10.91893005
Romania,2015,male,25-34 years,198,1398510,14.15792522
Romania,2015,male,35-54 years,734,2931496,25.03841042
Romania,2015,male,5-14 years,11,1088177,1.01086496
Romania,2015,male,55-74 years,631,2065830,30.54462371
Romania,2015,male,75+ years,189,578683,32.66036846
